report_date,account_id,account_name,campaign_name,campaign_objective,adset_name,ad_name,placement,impressions,reach,clicks,spend_gbp,ctr_pct,cpc_gbp,conversions,conversion_value_gbp,roas,frequency,currency
08-14-2024,act_4212695,Luminae Beauty Ltd,UGC_Serum_Test,,AdSet_18-24F,Ad_Video_Glow,Feed,11962,10330,376,207.99,3.14,0.55,14,1153.44,5.55,1.16,
11-19-2024,act_8933104,Luminae Beauty Ltd,,conversions,AdSet_lookalike_purchasers,Ad_UGC_1,feed,10235,8688,49,490.86,0.48,10.02,2,43.92,0.09,1.18,GBP
2024/09/23,act_7044525,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,,AdSet_35-44F,Ad_Static_SPF,REELS,31734,27460,105,114.79,,1.09,2,137.43,1.2,1.16,GBP
10/04/2024,act_4895619,Luminae Beauty Ltd,Retargeting_Cart_Feb24,,AdSet_25-34F,Ad_Static_SPF,feed,,23330,1158,265.76,4.08,0.23,8,436.73,1.64,1.22,GBP 
14/12/2024,,Luminae Beauty Ltd,NULL,Traffic,AdSet_35-44F,Ad_Carousel_Serum,stories,18449,18141,860,380.47,4.66,0.44,83,2225.77,5.85,1.02,gbp
2024-03-05,act_7802298,Luminae Beauty Ltd,BRAND_Awareness_Q2,BRAND_AWARENESS,AdSet_18-24F,Ad_Carousel_Serum,feed,,35500,1981,492.52,4.92%,0.25,204,,15.93,1.14,GBP 
2024/12/22,act_8705152,Luminae Beauty Ltd,Conversion_NightCream_Q3,,AdSet_18-24F,Ad_UGC_1,stories,5727,5713,125,54.85,2.18 ,0.44,15,293.8,,1.0,GBP 
2024-02-12,act_2773114,Luminae Beauty Ltd,Retargeting_Cart_Feb24,conversions,AdSet_retarget_visitors,Ad_Static_SPF,Feed,44178,39579,1516,470.39,3.43,,131,9763.52,20.76,1.12,
2024-06-25,act_1762299,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,,AdSet_35-44F,Ad_Carousel_Serum,,30770,28867,204,482.99,0.66%,2.37,20,1240.91,2.57,1.07,GBP 
06/08/2024,act_8371931,Luminae Beauty Ltd,Awareness_Serum_Jan24,conversions,AdSet_35-44F,Ad_Carousel_Serum,,,11414,131,429.36,1.14,3.28,,355.83,0.83,1.01,GBP
2024-10-23,act_2179598,Luminae Beauty Ltd,LookAlike_SPF_Apr24,Traffic,,Ad_UGC_1,Reels,45660,37179,1729,246.62,3.79,0.14,34,1703.67,6.91,1.23,gbp
2024-04-21,act_1596207,Luminae Beauty Ltd,retargeting_cart_feb24,,AdSet_25-34F,Ad_UGC_2,Stories,9850,6789,58,15.71,0.59,0.27,3,155.9,9.92,1.45,GBP
2024/12/29,act_6014103,Luminae Beauty Ltd,DPA_AllProducts_Q4,TRAFFIC,AdSet_retarget_visitors,Ad_Static_SPF,,26490,24976,1071,187.54,4.04,0.18,24,1460.01,7.79,,GBP
20-Jan-2024,act_1885490,Luminae Beauty Ltd,,conversions,AdSet_25-34F,Ad_Video_Glow,feed,7087,5359,90,401.23,1.27,4.46,1,78.04,0.19,1.32,GBP
2024-09-08,act_9804786,Luminae Beauty Ltd,Awareness_Serum_Jan24,CONVERSIONS,AdSet_lookalike_purchasers,Ad_Video_Glow,feed,11830,10849,293,396.71,2.48,1.35 ,8,606.98,1.53,1.09,
09-22-2024,act_3398723,Luminae Beauty Ltd,,,AdSet_25-34F,Ad_Video_Glow,,15028,12803,,149.53,3.91,0.25,14,1109.35,7.42,1.17,GBP
13-Sep-2024,act_6984281,Luminae Beauty Ltd,Conversion_NightCream_Q3,Traffic,AdSet_lookalike_purchasers,Ad_UGC_1,REELS,3254,2043,33,74.03,1.01,2.24,,98.79,1.33,1.59,gbp
2024-12-13,,Luminae Beauty Ltd,LookAlike_SPF_Apr24,,AdSet_18-24F,Ad_UGC_2,Audience Network,19092,17117,748,499.01,3.92,0.67,81,2234.86,4.48,,GBP
12-02-2024,act_1626907,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,,AdSet_18-24F,Ad_UGC_2,,14371,11672,341,139.83,2.37,0.41,7,231.58,1.66,1.23,GBP
14/02/2024,act_3535909,Luminae Beauty Ltd,LookAlike_SPF_Apr24,BRAND_AWARENESS,AdSet_retarget_visitors,Ad_UGC_2,Stories,7654,4593,340,237.85,4.44,0.7,13,,1.49,1.67,GBP 
2024-04-14,act_3547076,Luminae Beauty Ltd,Retargeting_Cart_Feb24,TRAFFIC,AdSet_35-44F,Ad_UGC_1,REELS,24258,21062,677,315.4,2.79%,,59,2012.09,,1.15,GBP
,act_5969904,Luminae Beauty Ltd,,TRAFFIC,AdSet_25-34F,Ad_UGC_2,,30105,21341,772,113.83,2.56,0.15,54,4500.45,39.54,1.41,
2024/04/15,act_6264000,Luminae Beauty Ltd,BRAND_Awareness_Q2,conversions,AdSet_25-34F,Ad_UGC_1,REELS,3246,2207,162,35.61,4.99,0.22,18,648.16,18.2,1.47,GBP
28-Jun-2024,act_5724395,Luminae Beauty Ltd,Awareness_Serum_Jan24,Traffic,AdSet_25-34F,Ad_UGC_2,Reels,27807,22941,763,372.86,2.74,0.49,1,39.16,,1.21,gbp
2024/03/16,act_8897756,Luminae Beauty Ltd,retargeting_cart_feb24,,AdSet_18-24F,Ad_Carousel_Serum,REELS,15580,10472,645,59.28,4.14,0.09,74,2907.34,49.04,1.49,GBP
27-Oct-2024,act_3697589,Luminae Beauty Ltd,DPA_AllProducts_Q4,,AdSet_18-24F,Ad_UGC_1,Feed,17755,12515,123,415.13,0.69,3.38,6,236.52,0.57,1.42,gbp
11-07-2024,act_6172677,Luminae Beauty Ltd,BRAND_Awareness_Q2,,AdSet_35-44F,Ad_UGC_2,,37555,24322,773,62.36,2.06,0.08$,81,6281.77,100.73,1.54,GBP
,act_7076346,Luminae Beauty Ltd,LookAlike_SPF_Apr24,BRAND_AWARENESS,AdSet_retarget_visitors,Ad_UGC_2,stories,41292,33424,1781,318.83,4.31,0.18,95,2734.9,8.58,1.24,GBP
11-03-2024,act_4954429,Luminae Beauty Ltd,BRAND_Awareness_Q2,TRAFFIC,AdSet_18-24F,Ad_UGC_1,stories,33528,31301,1355,345.99,4.04,0.26,144,6761.32,19.54,1.07,GBP
20-Jul-2024,act_2955624,Luminae Beauty Ltd,DPA_AllProducts_Q4,CONVERSIONS,AdSet_18-24F,Ad_UGC_2,stories,16447,15649,538,216.59%,3.27,0.4,6,163.07,0.75,1.05,GBP
06-22-2024,act_1844852,Luminae Beauty Ltd,,,AdSet_35-44F,Ad_Static_SPF,Stories,1489,943,12,303.89,0.81,25.32,1,,0.12,1.58,GBP
10/08/2024,act_5410643,Luminae Beauty Ltd,DPA_AllProducts_Q4,CONVERSIONS,AdSet_lookalike_purchasers,Ad_Video_Glow,REELS,42287,29415,1334,319.59,3.15,,90,6828.76,,1.44,GBP 
21/01/2024,act_6390138,Luminae Beauty Ltd,NULL,BRAND_AWARENESS,AdSet_35-44F,Ad_Static_SPF,feed,30275,21476,1280,15.04,4.23,0.01,132,11810.08,785.24,1.41,GBP
07-27-2024,act_8366478,Luminae Beauty Ltd,LookAlike_SPF_Apr24,Traffic,AdSet_retarget_visitors,Ad_UGC_1,Stories,2262,1982,101,463.33,4.47,4.59,4,165.61,0.36,1.14,GBP
30/08/2024,,Luminae Beauty Ltd,Retargeting_Cart_Feb24,conversions,AdSet_retarget_visitors,Ad_Carousel_Serum,Stories,8005,,168,,2.1,1.96,1,65.06,0.2,1.3,GBP
18/06/2024,act_7744622,Luminae Beauty Ltd,,CONVERSIONS,AdSet_35-44F,Ad_UGC_1,Feed,,4398,54,8.75,0.99,0.16,2,140.61,16.07,1.24,GBP 
30/06/2024,act_8775228,Luminae Beauty Ltd,NULL,Traffic,AdSet_retarget_visitors,Ad_Video_Glow,,-19331,17514,559,281.48,2.89,0.5,5,349.6,1.24,1.1,
30/08/2024,act_2614929,Luminae Beauty Ltd,Awareness_Serum_Jan24,,AdSet_retarget_visitors,Ad_Static_SPF,,9304,8746,126,295.88,1.35,2.35,2,50.99,0.17,1.06,
17-Apr-2024,act_4017955,Luminae Beauty Ltd,BRAND_Awareness_Q2,,AdSet_25-34F,Ad_UGC_2,Feed,36534,23833,68,183.58,0.19,2.7,2,52.69,0.29,,gbp
2024/01/17,act_6810206,Luminae Beauty Ltd,,BRAND_AWARENESS,,Ad_Static_SPF,feed,18713,15145,314,67.61,1.68,0.22,20,1793.68,26.53,1.24,
11/12/2024,act_2623968,Luminae Beauty Ltd,DPA_AllProducts_Q4,conversions,AdSet_35-44F,Ad_Carousel_Serum,,33308,28755,63,348.37,0.19,5.53,5,240.76,0.69,,GBP
11-Oct-2024,act_3827445,Luminae Beauty Ltd,Retargeting_Cart_Feb24,BRAND_AWARENESS,AdSet_18-24F,Ad_UGC_2,Feed,21642,17756,565,289.78,2.61,0.51,49,2117.33,7.31,1.22,GBP
19-Jan-2024,act_2930624,Luminae Beauty Ltd,NULL,Traffic,,Ad_UGC_2,Stories,20403,-14221,706,,3.46,0.69,49,3981.6,8.22,1.43,GBP
2024-04-08,act_9046032,Luminae Beauty Ltd,LookAlike_SPF_Apr24,BRAND_AWARENESS,AdSet_25-34F,Ad_Carousel_Serum,Stories,28540,22021,798,387.92,2.8,0.49,45,866.15,2.23,1.3 ,
04-30-2024,act_8735459,Luminae Beauty Ltd,Conversion_NightCream_Q3,,AdSet_35-44F,Ad_Carousel_Serum,feed,,42422,664,,1.54,0.62,75,3747.0,9.15,1.02,gbp
2024-06-14,act_5349588,Luminae Beauty Ltd,BRAND_Awareness_Q2,TRAFFIC,AdSet_35-44F,Ad_UGC_1,Audience Network,19528,,896,312.72,4.59,0.35,103,2782.99,8.9,1.41,GBP
2024/07/08,act_1502716,Luminae Beauty Ltd,,Traffic,AdSet_retarget_visitors,Ad_Video_Glow,Stories,48084,33825,730,371.32$,1.52,0.51,9,689.22,1.86,1.42,GBP
2024/10/04,act_9802308,Luminae Beauty Ltd,,Traffic,AdSet_18-24F,Ad_UGC_2,Feed,16762,14653,388,255.22,2.31,,0,0.0,,,gbp
2024-09-05,act_6052852,Luminae Beauty Ltd,DPA_AllProducts_Q4,TRAFFIC,AdSet_25-34F,Ad_UGC_2,stories,24921,17457,533,491.93,2.14,0.92,33,1911.31,3.89,1.43,GBP 
2024/08/15,act_7338467,Luminae Beauty Ltd,NULL,,AdSet_35-44F,Ad_Static_SPF,Feed,4314,2734,139,336.42,3.22,2.42,15,658.11,1.96,1.58,GBP
07-04-2024,act_9960400,Luminae Beauty Ltd,DPA_AllProducts_Q4,,AdSet_18-24F,Ad_UGC_1,,2000,1495,86,337.49,4.3,3.92,3,147.94,0.44,,
08-12-2024,act_6670100,,NULL,TRAFFIC,AdSet_35-44F,Ad_Video_Glow,,16935,10214,230,101.61,1.36$,0.44,18,1240.1,12.2,1.66,GBP
12-25-2024,act_8026283,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,,AdSet_18-24F,Ad_UGC_1,Reels,34590,,1456,315.34,4.21,0.22,120,6253.17,19.83,1.32,gbp
10-29-2024,act_4521956,Luminae Beauty Ltd,LookAlike_SPF_Apr24,,AdSet_retarget_visitors,Ad_UGC_2,stories,18235,15351,548,88.92,3.01,0.16,17,877.47,,,gbp
14/08/2024,act_4681354,Luminae Beauty Ltd,UGC_Serum_Test,,AdSet_18-24F,Ad_Carousel_Serum,stories,34104,32324,221,343.43,0.65,1.55,3,125.62,0.37,,gbp
2024-01-02,act_2158938,Luminae Beauty Ltd,BRAND_Awareness_Q2,conversions,AdSet_retarget_visitors,Ad_UGC_2,Reels,45398,44271,2001,297.37,4.41,0.15,132,5548.42,18.66,1.03,gbp
2024-01-07,act_6608630,Luminae Beauty Ltd,NULL,conversions,AdSet_35-44F,Ad_UGC_1,Audience Network,7586,5084,,204.89,1.4,1.93,4,73.57,0.36,1.49,
2024-09-29,act_5969012,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,Traffic,AdSet_18-24F,Ad_Video_Glow,,37873,27700,1516,78.86,4.0,0.05,56,3676.48,46.62,,gbp
11/06/2024,act_3518851,Luminae Beauty Ltd,LookAlike_SPF_Apr24,,AdSet_25-34F,Ad_Carousel_Serum,,37877,23507,1401,274.02,3.7,0.2,84,3835.75,14.0,1.61,GBP
21-Jan-2024,act_1918332,Luminae Beauty Ltd,BRAND_Awareness_Q2,conversions,AdSet_18-24F,Ad_Carousel_Serum,Stories,41660,25000,1580,422.53,3.79,0.27,131,5857.22,13.86,1.67,GBP
2024/05/24,act_2423010,Luminae Beauty Ltd,NULL,Traffic,AdSet_retarget_visitors,Ad_Video_Glow,Feed,12730,7934,516,120.56,4.05,0.23,11,306.9,2.55,1.6,GBP
2024-09-05,act_2812359,Luminae Beauty Ltd,LookAlike_SPF_Apr24,conversions,AdSet_18-24F,Ad_Static_SPF,Feed,27144,18024,504,15.67,1.86,,,2913.91,185.95,1.51,GBP
11-08-2024,act_7354119,Luminae Beauty Ltd,Conversion_NightCream_Q3,CONVERSIONS,AdSet_lookalike_purchasers,Ad_Carousel_Serum,Reels,30358,28668,,189.76,0.91,0.69,8,173.59,,1.06 ,
17/09/2024,act_3365227,Luminae Beauty Ltd,Awareness_Serum_Jan24,TRAFFIC,AdSet_18-24F,Ad_UGC_1,feed,31473,20780,1138,420.74,3.62,0.37,46,3947.66,9.38,,
2024/08/24,act_2597615,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,BRAND_AWARENESS,AdSet_retarget_visitors,,Reels,44881,31698,403,422.49,0.9,1.05,37,995.95,,1.42,GBP 
2024-07-05,act_5212632,Luminae Beauty Ltd,NULL,,AdSet_retarget_visitors,Ad_Video_Glow,Feed,5675,4403,251,374.71,4.42,1.49,24,1478.66,3.95,1.29,
2024/05/31,act_6381652,Luminae Beauty Ltd,UGC_Serum_Test,BRAND_AWARENESS,AdSet_retarget_visitors,Ad_UGC_1,Stories,10676,9766,458,475.41,4.29,1.04,47,1588.96,3.34,1.09,
07-07-2024,act_4243991,Luminae Beauty Ltd,Awareness_Serum_Jan24,conversions,AdSet_18-24F,Ad_Static_SPF,stories,26071,22621,466,446.03,1.79,0.96,55,1871.44,4.2,1.15,
05/07/2024,act_7423024,Luminae Beauty Ltd,Retargeting_Cart_Feb24,CONVERSIONS,AdSet_retarget_visitors,Ad_UGC_1,Audience Network,27774,24250,815,376.87,2.93,0.46,51,2056.1,5.46,,gbp
2024-05-06,act_7168867,Luminae Beauty Ltd,,BRAND_AWARENESS,AdSet_18-24F,Ad_Static_SPF,Feed,27678,24302,124,,0.45,0.5,8,,11.03,1.14,GBP 
08-Aug-2024,act_4753220,Luminae Beauty Ltd,retargeting_cart_feb24,conversions,AdSet_retarget_visitors,Ad_Carousel_Serum,Reels,27025,17828,375,76.1,1.39,0.2,39,3420.01$,44.94,1.52,gbp
05-10-2024,act_2465371,Luminae Beauty Ltd,NULL,conversions,AdSet_retarget_visitors,Ad_Carousel_Serum,stories,38650,38384,1454,131.31 ,3.76,0.09,86,6049.6,46.07,1.01,GBP
2024/12/12,act_7108056,Luminae Beauty Ltd,Retargeting_Cart_Feb24,,AdSet_retarget_visitors,Ad_UGC_2,stories,25762,22053,127,201.67,0.49,1.59,-5,200.73,1.0,1.17,GBP
09-20-2024,act_9770842,Luminae Beauty Ltd,DPA_AllProducts_Q4,BRAND_AWARENESS,AdSet_18-24F,Ad_UGC_2,,1801,1086,75,283.14,4.16,3.78,5,,1.39,1.66,GBP
2024/11/03,act_3859392,Luminae Beauty Ltd,,TRAFFIC,AdSet_18-24F,Ad_Video_Glow,Stories,21627,17518,280,200.93,1.29,0.72,22,1652.5,8.22,1.23,GBP
05-04-2024,act_7796744,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,TRAFFIC,AdSet_lookalike_purchasers,,stories,18225,17887,,64.14,1.2,0.29,,377.74,5.89,1.02,GBP
,act_7469859,Luminae Beauty Ltd,Conversion_NightCream_Q3,TRAFFIC,AdSet_35-44F,Ad_UGC_2,feed,31329,30295,825,321.42,2.63,,7,366.72,1.14,1.03,GBP
2024/07/23,act_2448773,Luminae Beauty Ltd,LookAlike_SPF_Apr24,TRAFFIC,AdSet_35-44F,Ad_Carousel_Serum,stories,33071,24480,336,216.5,1.02,0.64,28,965.21,4.46,1.35,GBP 
,act_9191498,,DPA_AllProducts_Q4,conversions,AdSet_lookalike_purchasers,Ad_Static_SPF,,28581,27236,827,267.83,2.89,0.32,26,569.94,2.13,1.05,
29-Oct-2024,act_1831016,,NULL,,AdSet_retarget_visitors,Ad_UGC_2,stories,43009,-42551,,373.74,2.54,0.34,59,1090.02,2.92,1.01,gbp
09-20-2024,act_8444337,Luminae Beauty Ltd,NULL,,AdSet_lookalike_purchasers,Ad_UGC_2,feed,42793,37706,43,457.9,0.1,10.65,1,,0.19,1.13,GBP
2024-07-13,act_5363756,Luminae Beauty Ltd,DPA_AllProducts_Q4,BRAND_AWARENESS,,Ad_UGC_1,Reels,4793,4606,150,467.03,3.13,3.11,2,91.32,0.2,1.04,gbp
2024/02/26,act_9509111,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,CONVERSIONS,AdSet_35-44F,Ad_UGC_2,Audience Network,42336,39474,691,142.25,1.63,,-10,437.72,3.08%,1.07,
2024-04-03,act_2721670,Luminae Beauty Ltd,BRAND_Awareness_Q2,Traffic,AdSet_lookalike_purchasers,Ad_UGC_2,Stories,8947,8463,149,99.11,1.67,0.67,15,1266.87,12.78,1.06,GBP 
2024/12/30,act_4769831,Luminae Beauty Ltd,NULL,Traffic,AdSet_25-34F,Ad_Static_SPF,stories,45344,,1109,23.15,2.45,0.02,111,7121.85,307.64,1.44,GBP
10/12/2024,act_3905800,Luminae Beauty Ltd,Awareness_Serum_Jan24,Traffic,AdSet_35-44F,Ad_UGC_2,,20598,15633,845,48.13,4.1,0.06,95,7781.89,161.68,1.32,GBP
19/01/2024,act_2102041,Luminae Beauty Ltd,Prospecting_Glow_Mar24,TRAFFIC,AdSet_25-34F,Ad_Video_Glow,Reels,8377,5672,304,28.59,3.63,0.09,,877.0,30.68,1.48,GBP 
29-Jun-2024,act_5276622,Luminae Beauty Ltd,Retargeting_Cart_Feb24,CONVERSIONS,AdSet_retarget_visitors,Ad_UGC_1,Stories,15811,15437,529,440.8,3.35,0.83,16,1420.81,3.22,1.02,GBP 
2024-03-31,act_5888819,Luminae Beauty Ltd,BRAND_Awareness_Q2,,AdSet_18-24F,Ad_UGC_1,REELS,7456,4549,14,476.67,0.19,34.05,1,83.07,0.17,1.64,gbp
10/01/2024,act_4922805,Luminae Beauty Ltd,Retargeting_Cart_Feb24,TRAFFIC,AdSet_18-24F,Ad_UGC_2,REELS,49493,34836,1526,,3.08,0.29,159,4336.65,9.81,1.42,GBP 
2024/09/24,act_9736208,Luminae Beauty Ltd,LookAlike_SPF_Apr24,CONVERSIONS,AdSet_25-34F,Ad_Video_Glow,Reels,46382,37561,2178,451.13,4.7,0.21%,169,11383.65,25.23,1.23,GBP
,act_8880737,Luminae Beauty Ltd,DPA_AllProducts_Q4,Traffic,AdSet_35-44F,Ad_UGC_1,Feed,10864,7478,316,294.02,2.91,0.93,17,1131.55,3.85,1.45,gbp
2024-07-12,act_2008830,Luminae Beauty Ltd,retargeting_cart_feb24,Traffic,AdSet_35-44F,Ad_Carousel_Serum,,39269,28314,654,468.17,,0.72,30,1439.29,3.07,1.39,gbp
02-05-2024,act_6035119,Luminae Beauty Ltd,Awareness_Serum_Jan24,,AdSet_35-44F,Ad_Static_SPF,Feed,911,838,31,361.47,3.4,11.66,1,26.04,0.07,1.09,
2024-11-10,act_7082403,Luminae Beauty Ltd,NULL,BRAND_AWARENESS,AdSet_25-34F,Ad_UGC_2,Audience Network,37054,,1084,159.18,2.93,0.15,113,4991.53,31.36,1.17,gbp
17-Dec-2024,act_2579163,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,TRAFFIC,AdSet_18-24F,Ad_UGC_2,Reels,13173,,63,344.99,0.48,5.48,5,388.82,1.13,1.23,GBP
2024-03-31,act_4874059,Luminae Beauty Ltd,Prospecting_Glow_Mar24,conversions,AdSet_retarget_visitors,Ad_UGC_1,Reels,29046,28150,-649,380.0,2.23,,19,1481.96,3.9,1.03,GBP
09-Feb-2024,act_6874853,Luminae Beauty Ltd,Retargeting_Cart_Feb24,CONVERSIONS,AdSet_35-44F,Ad_Carousel_Serum,,41765,29522,590,87.4,1.41,0.15,33,2080.3,23.8,1.41,GBP
26-Mar-2024,act_1697043,Luminae Beauty Ltd,Conversion_NightCream_Q3,CONVERSIONS,AdSet_retarget_visitors,Ad_UGC_2,,33508,,943,389.8,2.81,0.41,7,624.23,1.6,1.31,GBP
2024/08/27,act_1938894,Luminae Beauty Ltd,,,AdSet_35-44F,Ad_Carousel_Serum,Stories,22499,16527,476,480.47,2.12,1.01,19,1605.53,3.34,1.36,
2024-08-09,act_5782513,Luminae Beauty Ltd,,TRAFFIC,AdSet_35-44F,Ad_UGC_1,Stories,9136,,246,40.3,2.69,0.16 ,25,1727.46,42.87,1.02,GBP 
29/10/2024,act_6768275,Luminae Beauty Ltd,DPA_AllProducts_Q4,TRAFFIC,AdSet_25-34F,Ad_UGC_2,Stories,17680,15540,297,208.3,1.68,0.7,10,467.92,2.25,1.14,
2024/02/04,act_3779281,Luminae Beauty Ltd,UGC_Serum_Test,conversions,AdSet_25-34F,Ad_UGC_2,Feed,,34438,975,330.93,2.71,0.34,,3890.91$,11.76,1.04,GBP
11-01-2024,act_2930092,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,conversions,AdSet_18-24F,Ad_Video_Glow,,30328,-27349,414,232.73,1.37,0.56,16,,1.36,1.11,GBP
08-18-2024,act_1868684,Luminae Beauty Ltd,retargeting_cart_feb24,,AdSet_18-24F,Ad_UGC_2,Reels,49936,45968,1213,356.16,2.43,,30,2386.92,6.7,1.09,GBP
03-Nov-2024,act_6749973,Luminae Beauty Ltd,NULL,Traffic,AdSet_25-34F,Ad_Video_Glow,stories,,18379,298,186.85,1.0,0.63,27,2137.42,11.44,1.63,GBP
02/05/2024,act_6962003,Luminae Beauty Ltd,Conversion_NightCream_Q3,BRAND_AWARENESS,AdSet_retarget_visitors,Ad_UGC_1,Reels,30999,,783,488.94,2.53,0.62,8,518.44,,1.22,GBP 
2024/07/12,act_2149738,Luminae Beauty Ltd,LookAlike_SPF_Apr24,CONVERSIONS,AdSet_25-34F,Ad_UGC_1,feed,,47981,1021,160.16,2.12,0.16,0,0.0,,1.0,
2024-04-23,act_3068495,Luminae Beauty Ltd,Retargeting_Cart_Feb24,TRAFFIC,AdSet_35-44F,Ad_UGC_1,Feed,7175,6489,21,358.25,0.29,17.06,1,27.48,0.08,1.11,GBP
06-02-2024,act_6901566,Luminae Beauty Ltd,NULL,TRAFFIC,AdSet_25-34F,Ad_Carousel_Serum,Stories,40357,31517,1141,365.74,2.83,0.32,,7048.27,19.27,1.28 ,gbp
2024/07/30,act_4448954,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,TRAFFIC,AdSet_35-44F,Ad_UGC_2,stories,34536,25429,1548,429.66,4.48,0.28,155,6004.3,13.97,1.36,GBP
03-29-2024,act_6405778,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,conversions,AdSet_25-34F,Ad_UGC_1,Stories,18331,11088,514,24.86,2.8,0.05,19,571.2,22.98,1.65,GBP
02-29-2024,act_2934200,Luminae Beauty Ltd,Awareness_Serum_Jan24,,AdSet_lookalike_purchasers,Ad_Carousel_Serum,REELS,38758,34973,1569,325.64 ,4.05,0.21,79,4338.43,13.32,1.11,
,act_8621774,,UGC_Serum_Test,BRAND_AWARENESS,AdSet_18-24F,Ad_Video_Glow,,31697,24086,721,487.25,2.27,0.68,7,477.97,0.98,1.32,GBP
09-May-2024,act_7449962,Luminae Beauty Ltd,LookAlike_SPF_Apr24,conversions,AdSet_retarget_visitors,Ad_Video_Glow,,15144,13481,156,196.4,1.03,,8,266.1,1.35,1.12,GBP 
2024/06/05,act_2404730,Luminae Beauty Ltd,Retargeting_Cart_Feb24,Traffic,AdSet_25-34F,Ad_Video_Glow,Reels,45181,29454,1124,337.37,2.49,0.3,,,11.61,1.53,GBP
02-12-2024,act_3363759,Luminae Beauty Ltd,,TRAFFIC,AdSet_lookalike_purchasers,Ad_Video_Glow,Audience Network,18561,17444,367,175.09,1.98,0.48,38,1536.76,8.78,1.06,GBP 
14-Jul-2024,act_2570469,Luminae Beauty Ltd,,TRAFFIC,AdSet_25-34F,Ad_UGC_1,stories,46027,39150,1559,225.18,3.39,0.14,,2318.13,10.29,1.18,GBP
2024/03/05,act_7943043,,,Traffic,AdSet_35-44F,Ad_UGC_2,Audience Network,41835,26389,1771,388.46,4.23,0.22,204,9500.35,24.46,,GBP
14-Aug-2024,act_4206421,Luminae Beauty Ltd,Awareness_Serum_Jan24,CONVERSIONS,AdSet_18-24F,Ad_Static_SPF,Audience Network,24689,21179,399,68.61,1.62,0.17,38,1477.11,21.53,1.17,gbp
2024-07-31,act_1059760,,Prospecting_Glow_Mar24,CONVERSIONS,AdSet_retarget_visitors,Ad_UGC_2,Audience Network,25066,17518,1228,,4.9,0.19,110,6610.79 ,27.68,1.43,
2024/01/18,act_4469872,Luminae Beauty Ltd,Prospecting_Glow_Mar24,,AdSet_18-24F,,REELS,6099,5674,20,333.58,0.33,16.68,0,0.0,,1.07,GBP
06-07-2024,act_4999470,Luminae Beauty Ltd,Conversion_NightCream_Q3,TRAFFIC,,Ad_UGC_1,Audience Network,22393,17997,421,42.98,1.88,0.1,8,221.45,5.15,,GBP
11/08/2024,act_8803890,Luminae Beauty Ltd,,BRAND_AWARENESS,AdSet_retarget_visitors,Ad_Video_Glow,,47347,40973,2109,239.84,4.45,0.11,57,4046.22,16.87,1.16,gbp
,act_5337595,Luminae Beauty Ltd,Prospecting_Glow_Mar24,CONVERSIONS,AdSet_lookalike_purchasers,Ad_UGC_1,Feed,19617,12951,940,381.96%,4.79,0.41,53,2106.83,5.52,1.51,
17-Mar-2024,act_8116588,Luminae Beauty Ltd,NULL,TRAFFIC,AdSet_lookalike_purchasers,Ad_UGC_2,,26217,24894,1146,240.36,4.37,0.21,88,2286.94,9.51,1.05,gbp
19/08/2024,act_7074144,Luminae Beauty Ltd,NULL,Traffic,AdSet_lookalike_purchasers,Ad_Static_SPF,Feed,44279,30141,711,25.21,1.61,0.04,24,,50.75,1.47,GBP 
2024-01-25,act_7046175,Luminae Beauty Ltd,DPA_AllProducts_Q4,CONVERSIONS,AdSet_retarget_visitors,,REELS,32338,,959,284.45,2.97,0.3,92,1841.11,6.47,1.64,
23-Jul-2024,act_4303968,Luminae Beauty Ltd,,BRAND_AWARENESS,AdSet_25-34F,Ad_UGC_1,,-23310,20560,184,70.5,0.79,0.38,10,806.46,11.44,1.13,
2024-07-20,act_9356707,Luminae Beauty Ltd,LookAlike_SPF_Apr24,conversions,AdSet_18-24F,Ad_UGC_1,,10630,9760,15,107.24,0.14,7.15,0,0.0,,1.09,GBP
10-13-2024,act_6642583,Luminae Beauty Ltd,Awareness_Serum_Jan24 ,CONVERSIONS,AdSet_35-44F,Ad_Carousel_Serum,Feed,,20041,1258,350.89,4.3,0.28,106,6914.47,19.71,,gbp
07-16-2024,act_7976146,Luminae Beauty Ltd,Prospecting_Glow_Mar24,conversions,AdSet_35-44F,Ad_UGC_2,REELS,-17392,13502,294,137.1,1.69$,0.47,32,795.63,5.8,1.29,gbp
08-Oct-2024,act_6861647,Luminae Beauty Ltd,Awareness_Serum_Jan24,CONVERSIONS,AdSet_18-24F,Ad_Carousel_Serum,,38805,24379,1837,351.54,,0.19,79,4129.25,11.75,1.59,gbp
