Date,Customer_ID,Campaign,Network,Match_Type,Keyword,Impressions,Clicks,Cost_GBP,CTR,Avg_CPC,Conversions,Conv_Value_GBP,Conv_Rate_Pct,Quality_Score,Impression_Share_Pct,Device,Currency_Code
2024/12/14,909-196-6289,NULL,,BMM,,34938,2411,65.32,6.9,0.03,210,5087.94,8.71,N/A,44.6,Tablet,GBP
2024-02-19,757-998-4444,brand_kw_exact,Display,Broad,skincare routine,16366,991,399.46,,0.4,36,1515.3,3.63,,,,GBP
,976-868-2845,Competitor_KW_BMM,Search,Broad,vitamin c serum,1224,27,,2.21,2.3,2,131.04,7.41,1,70.3,Tablet,GBP
09-Apr-2024,968-875-8433,RLSA_CartAbandoners,SHOPPING,exact,face serum,21313,419,135.66,1.97,0.32,15,,3.58,2,34.7,Desktop,GBP
2024-12-22,379-297-8305,brand_kw_exact,Search,Broad,glow cream,30176,,150.81,7.39,0.07,,3797.06,6.95,2,87.2,DESKTOP,
30/03/2024,539-299-3602,DSA_AllProducts,Display,Phrase,spf drops,14997,312,353.37,,1.13,15,536.19,4.81,7,67.3,Mobile,
,895-257-1967,Generic_Skincare_Broad,Search,,buy serum online,30847,2077,539.15,6.73,0.26,74,4673.44,3.56,2,89.5,Mobile,GBP
2024/04/17,622-337-1568,,,Phrase,buy serum online,31397,292,362.83,0.93,1.24,27,1078.78,9.25,5,37.0,,
2024-04-21,958-821-7916,Shopping_Serums,SHOPPING,BROAD,vitamin c serum,,995,431.55,2.53,0.43,3,175.61,0.3,,57.1,Desktop,GBP
2024/05/28,357-895-2450,Competitor_KW_BMM,search,BMM,spf drops,31174,1830,272.39,5.87,0.15,134,,7.32,,27.8,Mobile,
11-Apr-2024,185-183-8634,brand_kw_exact,Display,,glow cream,17557,1005,447.08,5.72,,51,2519.5,5.07,1,61.3,mobile,GBP
06/03/2024,115-985-8097,Generic_Skincare_Broad,,Exact,buy serum online,12247,936,591.11,7.64,0.63,1,65.62,0.11,4,67.5,Tablet,GBP
2024-02-29,392-365-6054,Shopping_Moisturisers,SHOPPING,Broad,,31908,206,319.12,0.65,1.55$,11,274.54,5.34,10,37.1,mobile,GBP
2024-01-16,299-350-9012,Generic_Skincare_Broad,Shopping,Phrase,vitamin c serum,18000,1076,166.23,5.98,0.15,45,3117.12,4.18,4,86.2,DESKTOP,GBP
09-12-2024,211-122-9552,Shopping_Moisturisers,search,BROAD,retinol cream,33984,2193,531.35,6.45,0.24,141,6532.15,6.43,,,Tablet,GBP
2024/02/07,622-915-8229,,SHOPPING,BMM,retinol cream,13404,865,166.64,6.45,0.19,35,836.77%,4.05,N/A,82.1$,Desktop,GBP
30/03/2024,398-677-5040,brand_kw_exact,SHOPPING,exact,skincare routine,28141,815,575.05,2.9,,69,3802.79,8.47,,15.4,,GBP 
2024/07/14,155-424-9212,Generic_Skincare_Broad,search,BMM,spf drops,37981,476,169.34,1.25,0.36,6,365.86,1.26,,72.7,DESKTOP,gbp
01-29-2024,671-250-5988,Brand_KW_Exact ,SHOPPING,Phrase,buy serum online,8133,152,321.13,1.87,2.11,4,106.26,2.63,,70.3,Desktop,gbp
2024/10/14,256-739-4743,DSA_AllProducts,Search,,best serum uk,33917,2696,316.88,7.95,0.12,183,,6.79,,40.8,,
19-Jul-2024,930-567-9902,,,BROAD,hyaluronic acid,9388,610,266.53,6.5,,21,1228.92,3.44,10,47.8,mobile,
06-11-2024,130-540-6860,Brand_KW_Exact,Display,Phrase,buy serum online,28000,1102,439.81,3.94,0.4,62,3779.4,5.63,6,37.2,mobile,GBP
2024-04-01,165-185-9499,Competitor_KW_BMM,Search,exact,spf drops,10331,187,591.73,1.81,3.16,17,1250.16,9.09,9,19.2,mobile,GBP
06-01-2024,797-566-2329,brand_kw_exact,,,best serum uk,19344,1279,193.14,6.61,0.15,22,489.59,1.72,,,,
19/11/2024,919-735-7875,Shopping_Serums,SHOPPING,Phrase,hyaluronic acid,28786,635,303.59,2.21,0.48,17,1439.99,2.68,,21.7,Desktop,gbp
08-20-2024,524-157-6662,Generic_Skincare_Broad,Display,Exact,skincare routine,37610,1174,329.15,3.12,0.28,61,3857.76,5.2,6,60.6,DESKTOP,GBP 
06-24-2024,662-100-5116,Generic_Skincare_Broad,SHOPPING,,spf drops,33826,1877,114.48,5.55,0.06,106,8902.83,5.65,6,40.8,,gbp
2024-12-03,819-235-6799,Brand_KW_Exact ,,BROAD,spf drops,2516,79,86.94,,,1,,1.27,1,42.5,,gbp
09/06/2024,724-137-2018,,SHOPPING,BROAD,spf drops,36685,167,120.08,0.46,0.72,10,573.41,5.99,8,14.8,Desktop,GBP 
10-23-2024,965-587-8490,Generic_Skincare_Broad,search,Broad,skincare routine,26300,644,396.42,2.45,0.62,3,211.39,0.47,,93.8,DESKTOP,GBP
2024/06/12,861-662-6789,Brand_KW_Exact,SHOPPING,Exact,vitamin c serum,4833,90,173.81,1.86,,7,292.37,7.78,,93.9,Mobile,gbp
21/08/2024,652-537-9619,Generic_Skincare_Broad,SHOPPING,Broad,glow cream,967,15,314.88,1.55,20.99,1,70.35,6.67,,54.3 ,DESKTOP,GBP 
03-07-2024,585-493-9480,Brand_KW_Exact,,BMM,face serum,34770,,484.95,5.95,0.23,193,8179.08,9.33,,90.8,,GBP
2024/12/15,828-248-7006,Generic_Skincare_Broad,Display,BMM,vitamin c serum,32592,917,527.77%,2.81,,28,1080.75,3.05,6,37.6,DESKTOP,gbp
2024-01-05,366-943-2786,brand_kw_exact,Search,BROAD,hyaluronic acid,37281,1102,171.71,,0.16,,3194.92,7.8,,75.9,,GBP 
25-Feb-2024,667-161-7569,Generic_Skincare_Broad,search,BROAD,,11814,634,251.33,5.37,0.4,,161.91,0.95,5,24.1,DESKTOP,GBP
2024-05-09,794-352-5761,Shopping_Serums,,exact,hyaluronic acid,27675,220,405.67,0.79,1.84,2,137.41,,9,61.2,,GBP 
21-Apr-2024,152-596-8722,Competitor_KW_BMM,Search,Broad,buy serum online,37841,1532,61.27,4.05,0.04,94,7037.24,6.14,N/A,69.2,DESKTOP,GBP
26/08/2024,502-547-9556,RLSA_CartAbandoners,Search,Broad,,37483,1219,309.3 ,3.25,0.25,28,2184.84,2.3,1,72.6,Desktop,
02-27-2024,153-685-4885,Brand_KW_Exact,,Phrase,,29050,12,474.95,0.04,39.58,0,0.0,0.0,7,67.3,Mobile,gbp
06-05-2024,623-461-2940,RLSA_CartAbandoners,Shopping,Exact,spf drops,21314,1228,348.87,5.76,0.28,-46,991.74,3.75,N/A,45.4,,
26/02/2024,911-512-1319,brand_kw_exact,Display,Broad,,20596,1262,95.66,6.13,0.08,91,3070.76,7.21,3,36.6,Tablet,GBP
30/05/2024,574-258-6973,RLSA_CartAbandoners,,BROAD,face serum,-9993,,412.79,7.06,0.58,14,704.1,1.98,10,48.1,Tablet,gbp
26/01/2024,456-599-2167,Generic_Skincare_Broad,Display,BROAD,glow cream,39026,3120,63.93,7.99 ,0.02,131,11447.39,4.2,9,58.1,Desktop,GBP
2024-05-25,380-114-7192,NULL,search,Phrase,,33500,271,449.98,0.81,1.66,3,81.9,1.11,1,65.5,Mobile,GBP 
25/10/2024,930-409-2198,Shopping_Moisturisers,,Phrase,retinol cream,37779,1735,183.86,4.59,0.11,107,5187.23,6.17,5,84.5,Desktop,GBP 
,790-809-4120,DSA_AllProducts,SHOPPING,BMM,face serum,21482,1351,586.03,6.29,0.43,11,426.85,0.81,3,,Mobile,GBP
2024/06/12,,Competitor_KW_BMM,,BROAD,glow cream,7006,330,162.71,4.71,0.49,28,,8.48,9,69.5,,
,342-269-6287,NULL,Shopping,,glow cream,31222,1983,377.06,6.35,0.19,194,16600.85,,6,30.9,Desktop,GBP
05-10-2024,910-214-9755,Competitor_KW_BMM,SHOPPING,,,12904,781,414.28,6.05,0.53,68,2928.22,8.71,,36.5,,GBP
2024/07/17,653-158-4387,Generic_Skincare_Broad,,Phrase,glow cream,7143,341,586.71,4.77,1.72,6,462.19,,,33.3,Tablet,GBP
2024-11-05,704-951-6371,Brand_KW_Exact ,SHOPPING,BMM,retinol cream,29367,623,283.73,2.12,0.46,8,373.93,1.28,N/A,,,GBP
01-29-2024,612-700-7995,,SHOPPING,,buy serum online,15930,1108,73.63,6.96,0.07,84,3414.15,7.58%,7,20.3,DESKTOP,
13-Sep-2024,603-382-7709,RLSA_CartAbandoners,SHOPPING,Phrase,hyaluronic acid,29899,1948,581.42 ,6.52,0.3,167,14655.08,8.57,,,,gbp
27-Nov-2024,830-192-4364,NULL,Search,exact,best serum uk,,1084,587.07,6.94,0.54,106,2693.56,9.78,9,28.4,,
06-08-2024,211-485-4897,NULL,,BROAD,skincare routine,5698,386,168.46,6.77,0.44,11,614.09,2.85%,1,44.1,Mobile,GBP
12-Oct-2024,312-721-7267,Shopping_Moisturisers,,exact,,12697,946,326.55,7.45,0.35,55,3730.93,5.81,4,20.4,mobile,GBP 
2024/03/26,424-254-2933,Shopping_Moisturisers,search,BMM,,29772,633,434.91,2.13,0.69,,1684.57,4.42$,,,Mobile,GBP 
01-Feb-2024,524-421-9851,Competitor_KW_BMM,SHOPPING,BMM,buy serum online,4694,205,327.62,4.37,1.6,14,830.74,6.83,N/A,50.6,Tablet,GBP 
12/10/2024,544-224-3992,,,exact,retinol cream,2731,111,538.75,4.06,4.85,5,274.77,4.5,10,54.3,mobile,GBP
,643-228-1651,,,BROAD,glow cream,26035,121,56.78,0.46,0.47,1,,0.83,9,64.9,,GBP
2024/05/02,703-456-2588,Shopping_Serums,SHOPPING,exact,buy serum online,7548,439,43.19,5.82,0.1,37,2692.83,8.43,6,44.5,Mobile,GBP
2024-12-23,202-641-8025,Competitor_KW_BMM,search,Phrase,face serum,35772,1622,536.38,,0.33,105,4124.11,6.47,,94.4,,GBP
2024-03-31,429-429-6246,NULL,Display,Broad,spf drops,3800,127,501.21,3.34,3.95,6,133.42,4.72,8,82.6,mobile,GBP 
,780-117-8382,Shopping_Serums,SHOPPING,BMM,face serum,22896,-42,49.74,0.18,1.18,3,184.57,7.14,10,31.1,Desktop,
10-12-2024,887-816-2532,Shopping_Moisturisers,Search,BMM,skincare routine,32221,329,,1.02,0.09,10,250.98,,,94.5,Mobile,
2024/02/11,539-328-4324,Generic_Skincare_Broad,search,BMM,spf drops,2145,115,167.31,5.36%,1.45,5,,4.35,,58.1,Mobile,GBP 
10-14-2024,,Shopping_Moisturisers,Search,BMM,,24857,1491,379.17,6.0,0.25,85,1707.2,5.7,,19.5,Mobile,GBP 
22-Jun-2024,679-322-2972,,search,BROAD,best serum uk,,726,580.12,4.31,0.8,-57,3067.85,7.85,5,,Desktop,GBP
2024/07/30,444-553-2545,NULL,SHOPPING,BMM,skincare routine,39852,3119,95.74,7.83,0.03,85,2026.07,2.73,8,26.1,Desktop,GBP 
01/06/2024,350-663-1086,Competitor_KW_BMM,SHOPPING,Broad,face serum,9420,582,498.24,6.18,0.86,31,559.68,5.33,8,,Tablet,GBP 
15/05/2024,583-725-2737,Competitor_KW_BMM,,Phrase,best serum uk,8507,547,587.55,6.43,1.07,32,1543.22,5.85,4,44.8,Mobile,GBP
22-Nov-2024,455-692-7178,Competitor_KW_BMM,Display,BROAD,vitamin c serum,3786,76,599.2,2.01,7.88,,,5.26,7,41.4,DESKTOP,GBP
06-Jun-2024,219-603-1765,,Shopping,Broad,buy serum online,28317,789,20.94,2.79,0.03,65,4479.9,8.24,10,64.5,,GBP
2024-12-29,186-393-9750,DSA_AllProducts,Shopping,exact,skincare routine,25845,1786,427.67,6.91,0.24$,91,5500.11,5.1,10,33.6,Desktop,
2024-01-20,303-144-4971,Competitor_KW_BMM,Shopping,Broad,retinol cream,25911,164,577.49,0.63,3.52,9,780.04,5.49,,73.9,,GBP
25-Oct-2024,198-306-3250,RLSA_CartAbandoners,Search,,best serum uk,22665,1366,313.88,6.03,0.23,43,1949.93,3.15,5,55.2$,mobile,gbp
09/08/2024,758-652-5466,Generic_Skincare_Broad,Display,Phrase,spf drops,9845,486,141.03 ,4.94,0.29,17,322.41$,3.5,6,26.2,Mobile,gbp
2024/11/29,167-819-5802,NULL,Display,Broad,,7958,-298,103.9,3.74,0.35,22,772.46,7.38,,,DESKTOP,
2024-12-07,904-974-7140,Shopping_Moisturisers,Shopping,BMM,best serum uk,6884,490,334.29$,7.12,0.68,3,186.26,0.61,N/A,70.6,,GBP 
2024-08-30,933-461-2370,Generic_Skincare_Broad,SHOPPING,exact,,15809,262,312.03,1.66,1.19,17,1140.7,6.49 ,3,17.4,Tablet,
06-10-2024,580-195-7813,Generic_Skincare_Broad,,Exact,spf drops,,2741,,7.54,0.18,-121,2543.46,4.41,2,41.9,Mobile,GBP
02-Dec-2024,595-528-3009,Generic_Skincare_Broad,,exact,glow cream,32068,381,59.66,1.19,0.16,2,107.93,0.52,6,10.0,mobile,
12/09/2024,526-721-1044,,Display,Exact,skincare routine,36773,730,48.89,1.99,0.07,46,4103.93,6.3,3,79.7,Mobile,GBP
2024/07/27,141-929-9820,Competitor_KW_BMM,Display,Broad,,32556,2588,499.51,7.95,0.19,217,17231.73,8.38,,,mobile,GBP 
18/08/2024,825-297-6716,Brand_KW_Exact ,SHOPPING,Broad,face serum,23527,916,51.95,3.89,0.06,79,1518.96,8.62$,,64.9,DESKTOP,GBP
15/05/2024,722-888-4932,,Shopping,exact,buy serum online,39175,2655,355.15,,0.13,17,1304.42,0.64,7,51.8,DESKTOP,
21/07/2024,738-276-1111,,search,,glow cream,28532,1932,95.75,6.77,0.05,60,5209.97,3.11,,28.4%,,GBP 
2024/09/29,957-470-6648,,,Phrase,buy serum online,26316,957,147.55,3.64,0.15,93,4419.73,9.72,,76.0,mobile,gbp
04-Sep-2024,296-177-1879,Generic_Skincare_Broad,Shopping,BMM,face serum,1884,30,279.87,1.59,9.33,0,0.0,0.0,,72.2$,,GBP
2024/12/24,251-718-3201,Shopping_Serums,Shopping,,,31838,-2022,104.11,6.35,0.05,108,7227.35,,,24.3,DESKTOP,
20-Jan-2024,113-166-3261,DSA_AllProducts,,BROAD,vitamin c serum,19486,1212,350.26,6.22,0.29,20,1159.98,1.65,7,,Desktop,gbp
13/01/2024,311-916-6926,Generic_Skincare_Broad,Search,exact,glow cream,26419,22,480.77,0.08,21.85,2,114.4,9.09,N/A,37.9,Desktop,
2024-12-11,515-604-1994,Brand_KW_Exact ,,exact,face serum,542,24,289.01,4.43,12.04,2,151.52,,,79.4,DESKTOP,gbp
06/09/2024,840-376-6268,Shopping_Moisturisers,Display,exact,best serum uk,14235,407,418.92,2.86,1.03,26,1857.16,6.39,10,,Tablet,GBP 
,930-322-1482,Shopping_Serums,,exact,vitamin c serum,33108,2001,394.6,6.04,0.2,101,8461.91,5.05,,80.9,Tablet,GBP
2024-01-23,612-611-1854,Brand_KW_Exact ,,BROAD,buy serum online,34371,521,391.25,1.52,,13,373.98,,8,,Tablet,GBP
2024/02/10,220-318-3269,Shopping_Serums,,BMM,skincare routine,1000,5,314.26,0.5,62.85,1,47.4,20.0,5,88.1,Mobile,GBP
11-02-2024,927-720-3190,Brand_KW_Exact,search,Phrase,face serum,32850,2236,583.15,6.81,,119,4571.92,,3,82.1,,GBP
06/02/2024,543-678-1435,Shopping_Serums,Display,BMM,hyaluronic acid,32842,143,51.29,0.44,0.36,6,271.38,4.2,7,10.6,Desktop,GBP 
2024-02-01,612-196-8185,Brand_KW_Exact ,SHOPPING,,,7461,170,550.76,2.28,3.24$,2,56.38,1.18,5,82.0,,GBP
2024-03-27,394-542-9868,Generic_Skincare_Broad,,BMM,,12211,742,36.53,6.08,0.05,9,,,,66.9,mobile,GBP 
2024/07/28,196-513-8180,Brand_KW_Exact,,,spf drops,-31897,1988,486.39,6.23,0.24,,1070.74,2.06,1,77.0,Tablet,GBP 
2024-04-18,970-201-5820,Generic_Skincare_Broad,Display,Exact,spf drops,39697,2205,190.38,5.55,0.09%,178,,8.07,N/A,47.3,Mobile,GBP
2024-02-08,741-820-3847,,Display,Phrase,best serum uk,5105,99,541.06,1.94,5.47,7,280.51,7.07,5,35.9,,
2024-08-03,326-827-9508,Competitor_KW_BMM,Search,Broad,spf drops,,428,17.51,1.63,0.04,33,2305.98,7.71,2,48.1,,gbp
2024-03-23,398-996-9180,Brand_KW_Exact,,BMM,skincare routine,24886,1303,27.15,5.24,0.02,114,2860.51$,8.75,8,10.4,Desktop,GBP
02-05-2024,905-930-1460,RLSA_CartAbandoners,Search,,hyaluronic acid,,1070,499.35,6.45,0.47,-81,5494.97,7.57,8,21.6,Desktop,GBP
06-02-2024,686-461-7404,brand_kw_exact,Display,Broad,,,773,430.53,4.05,0.56,64,2817.65,8.28,6,64.9,Tablet,GBP 
27-Sep-2024,509-504-5964,,SHOPPING,exact,spf drops,6320,355,276.91 ,5.62,0.78,9,221.02,2.54,,12.4,Desktop,GBP
2024/03/17,889-301-7394,Shopping_Moisturisers,Display,BROAD,,19209,136,523.26,0.71,3.85,,262.16,2.94,,90.3,Desktop,GBP
09/01/2024,664-277-9241,,Display,Phrase,glow cream,39290,583,177.8,1.48,0.3,43,776.57,7.38,3,,Tablet,GBP
06/07/2024,578-223-1736,Brand_KW_Exact,Display,Phrase,,8011,399,25.07,4.98,0.06,16,1061.3,4.01,,59.7,Tablet,gbp
2024/10/20,279-418-1297,Brand_KW_Exact,search,Phrase,vitamin c serum,15201,699,303.74,,0.43,45,3960.63,6.44,4,88.7,Tablet,GBP
2024/11/17,909-205-1555,RLSA_CartAbandoners,,Phrase,retinol cream,18695,1423,135.73,7.61,0.1,58,1336.36,4.08,,19.7,Desktop,gbp
2024/04/16,261-674-2367,Generic_Skincare_Broad,Display,Broad,buy serum online,6108,47,557.87,0.77,11.87,0,0.0,0.0,,15.2,mobile,gbp
10-20-2024,339-710-1059,Brand_KW_Exact,SHOPPING,,hyaluronic acid,4296,211,371.35,4.91,1.76,14,652.54,6.64,6,67.0,mobile,GBP
2024/03/19,728-139-1068,Shopping_Serums,search,Exact,spf drops,5834,359,590.57,6.15,1.65,15,914.04,4.18,1,20.2,Tablet,
27/04/2024,648-244-8548,NULL,Search,Broad,retinol cream,34989,1893,78.84,,0.04,152,3600.92%,8.03,6,73.2,Desktop,GBP
25/08/2024,342-144-8763,Generic_Skincare_Broad,Shopping,Broad,vitamin c serum,526,35,251.86,6.65,7.2,0,0.0,0.0,9,82.7,Tablet,GBP
2024/09/17,701-710-8446,,Display,,best serum uk,25959,469,87.88,1.81,0.19,43,3616.85,9.17,8,56.3,mobile,
2024/07/14,183-757-1324,Generic_Skincare_Broad,search,Exact,hyaluronic acid,9965,14,74.77,,5.34,0,0.0,0.0,6,74.5,DESKTOP,GBP
18/12/2024,689-473-3967,Brand_KW_Exact,Display,BROAD,retinol cream,7381,590,107.09,7.99,0.18,6,183.11,1.02,3,10.4,Mobile,GBP
17/04/2024,201-176-3398,,search,Phrase,retinol cream,28419,8,472.26,0.03,59.03,0,0.0,0.0,10,43.8,Desktop,gbp
12/11/2024,915-901-6342,DSA_AllProducts,SHOPPING,,best serum uk,22173,823,595.09,3.71,0.72,24,1816.28,2.92,,29.9,Tablet,GBP
28-May-2024,718-490-7637,Shopping_Moisturisers,,BMM,,8176,556,418.04,6.8,0.75,40,1530.26,7.19%,7,13.7,Tablet,
2024-09-23,763-127-6193,,search,,glow cream,14932,225,561.54%,1.51,2.5,,343.03,8.0,,84.7,DESKTOP,gbp
2024/06/24,863-755-9567,Generic_Skincare_Broad,Search,exact,buy serum online,14846,333,204.91,2.24,0.62,18,964.17,5.41,6,14.5,mobile,GBP 
07-21-2024,223-810-1005,Brand_KW_Exact ,SHOPPING,Exact,glow cream,32873,857,285.5,2.61,0.33,60,4559.78,7.0,9,,mobile,GBP
05/09/2024,143-334-7122,Shopping_Moisturisers,,BMM,skincare routine,22870,513,206.34,2.24,0.4,6,178.27,1.17,7,41.7,Tablet,GBP
21-Sep-2024,500-237-1996,Generic_Skincare_Broad,Shopping,exact,,22488,965,583.69,,0.6,84,1909.83,8.7,8,24.6,Desktop,gbp
2024-05-09,517-152-1512,NULL,,Phrase,hyaluronic acid,26476,,391.58,1.3,1.14,15,758.69,4.36,2,29.5,DESKTOP,gbp
30/12/2024,559-594-7797,Generic_Skincare_Broad,Search,Exact,,22603,34,206.65,0.15,6.08,2,173.39,,6,17.5,DESKTOP,
28/01/2024,447-144-8627,Brand_KW_Exact ,,exact,hyaluronic acid,36261,415,456.1,1.14,1.1,2,49.87,0.48,10,27.5,DESKTOP,
2024/08/01,834-286-5628,NULL,Search,Broad,,-25222,1354,575.9,5.37$,0.43,77,2858.75,5.69,5,20.5,Desktop,GBP
2024-06-26,780-644-9686,brand_kw_exact,Search,BROAD,,28251,922,10.35,3.26,0.01,64,5289.87,6.94,7,87.6,Mobile,GBP
25/04/2024,181-137-9516,RLSA_CartAbandoners,Shopping,,retinol cream,26926,2048,483.82,7.61,0.24,123,,6.01,,64.4,Mobile,
29/07/2024,606-506-5139,RLSA_CartAbandoners,,BROAD,,22671,1733,,7.64,0.03,-42,3087.57,2.42,8,71.2,Desktop,GBP
26/09/2024,,Competitor_KW_BMM,Shopping,exact,skincare routine,21214,775,69.8,3.65,0.09,44,3473.24,5.68,2,73.9$,,gbp
17/09/2024,211-162-1371,NULL,,Exact,buy serum online,38544,714,281.63,1.85,0.39,62,3316.26,8.68,1,,mobile,
08-16-2024,838-223-5637,DSA_AllProducts,SHOPPING,,skincare routine,16419,18,24.7,,1.37,0,0.0,0.0,10,90.2,Mobile,GBP 
2024-06-08,448-435-9762,NULL,Search,,hyaluronic acid,20190,556,392.67,2.75,0.71,35,,6.29,8,92.1,Tablet,
2024-08-02,500-944-4556,Generic_Skincare_Broad,Search,Phrase,retinol cream,11188,500,27.88,4.47,,45,3163.18,9.0,9,37.7,mobile,gbp
02-05-2024,841-646-4299,NULL,Shopping,Phrase,glow cream,11012,-676,457.08,6.14,0.68,39,1471.46,5.77,2,,,GBP 
27/10/2024,742-270-8937,,search,Phrase,skincare routine,-31537,677,26.22,2.15,0.04,58,3613.94,8.57,,87.7,Tablet,GBP 
29-Feb-2024,643-556-5796,brand_kw_exact,search,BMM,best serum uk,-7100,428,356.52,6.03,0.83,32,1050.99,7.48,9,17.8,Desktop,GBP 
2024-09-20,798-974-4369,brand_kw_exact,Shopping,exact,retinol cream,38158,406,215.51,1.06,0.53,4,269.03,0.99,,,mobile,GBP
2024/11/02,150-523-2587,Generic_Skincare_Broad,search,BMM,hyaluronic acid,4965,121,,,3.44,4,92.24,3.31,N/A,41.2,Desktop,GBP 
2024-03-07,177-638-3556,RLSA_CartAbandoners,search,,hyaluronic acid,19093,278,592.43,1.46,2.13,19,463.69,6.83,,23.2,,GBP
17/07/2024,531-335-2392,Competitor_KW_BMM,search,exact,best serum uk,12150,62,333.19,0.51 ,5.37,,446.07,8.06,1,13.9,mobile,GBP
2024-02-29,975-366-4898,RLSA_CartAbandoners,SHOPPING,BROAD,best serum uk,29193,468,197.82,1.6,0.42,8,597.48 ,1.71,9,,,GBP
2024-09-01,143-681-6776,Shopping_Serums,,Phrase,glow cream,39654,3102,58.99,7.82,0.02,12,653.54,0.39,N/A,52.1,Mobile,GBP 
01-12-2024,156-915-8534,NULL,Shopping,Broad,spf drops,2555,49,422.08,1.92,8.61,4,217.66,8.16,,37.2,mobile,GBP
2024-03-15,387-543-6975,Brand_KW_Exact ,Shopping,,,37887,1540,150.21,4.06,0.1,106,,,7,49.1,Mobile,GBP
2024/12/21,866-389-7353,Generic_Skincare_Broad,SHOPPING,BROAD,best serum uk,32270,2314,398.09,7.17,0.17,11,845.86,0.48,8,49.8,DESKTOP,
,973-368-6749,Generic_Skincare_Broad,SHOPPING,BROAD,skincare routine,18723,669,28.16,3.57,0.04,55,3230.83,8.22,,55.0,Desktop,GBP 
03-25-2024,533-791-2265,Shopping_Moisturisers,SHOPPING,,vitamin c serum,24937,1720,449.6,6.9,0.26,-164,3840.73,9.53,2,50.1,mobile,GBP 
08-04-2024,387-672-9231,Generic_Skincare_Broad,,Exact,glow cream,14317,93,399.12,0.65,4.29,9,254.16,9.68,6,24.2,Desktop,GBP
2024/12/09,220-509-4449,Brand_KW_Exact,Display,Exact,best serum uk,9657,246,361.17,2.55,1.47,1,65.24,0.41,9,40.9,Desktop,GBP
2024/09/10,764-139-7190,brand_kw_exact,Display,,best serum uk,12604,11,327.42,0.09,29.77,1,73.55,9.09,8,25.3,mobile,GBP
12/12/2024,889-233-2906,Generic_Skincare_Broad,,BROAD,vitamin c serum,11377,878,269.21,7.72,0.31,59,4097.78%,6.72,,23.9,Tablet,GBP 
16/05/2024,636-532-3346,,search,Broad,,30678,106,206.11,0.35,1.94,4,,3.77,9,84.0,DESKTOP,GBP
27/05/2024,908-864-6446,Shopping_Moisturisers,Display,Broad,vitamin c serum,,213,155.57,0.72,0.73,6,357.6,2.82,,74.8,mobile,gbp
11/05/2024,253-710-1804,NULL,Shopping,Broad,glow cream,31566,1886,90.58,5.97,0.05,27,1565.42,1.43,N/A,,Desktop,GBP
01/03/2024,212-974-2943,Competitor_KW_BMM,Shopping,Broad,best serum uk,26955,185,23.32,0.69,0.13,9,271.61,4.86,,79.6,Mobile,GBP 
2024/03/02,302-398-4694,Competitor_KW_BMM,Shopping,,hyaluronic acid,2829,15,,0.53,19.3,1,39.74,6.67,N/A,,DESKTOP,GBP
15/07/2024,580-657-6849,RLSA_CartAbandoners,Display,,face serum,33796,2601,19.19,7.7,0.01,251,16346.2,9.65,8,90.7,Mobile,GBP 
16-Jun-2024,957-774-5671,DSA_AllProducts,Display,Broad,hyaluronic acid,17155,833,395.59,4.86,0.47,57,3475.51,6.84,9,51.3,Tablet,GBP
2024-01-06,700-650-3737,Brand_KW_Exact,Search,,glow cream,16607,1132,352.61,6.82,0.31,10,778.25,0.88,,49.3,mobile,GBP
,397-242-7934,Shopping_Moisturisers,Search,Exact,face serum,34352,729,207.01,2.12,0.28,,,1.65,,67.3,,GBP
2024/06/13,837-985-9355,Brand_KW_Exact ,search,Exact,retinol cream,28104,,324.39,0.53,2.18,10,894.28,6.71,3,,DESKTOP,gbp
2024/05/10,657-601-8585,brand_kw_exact,Search,,,546,12,97.56,2.2,8.13,1,53.4,8.33,,20.2,Tablet,
15/02/2024,917-259-8230,,Search,exact,spf drops,15947,480,49.64,3.01,0.1,,3191.35,7.5,8,87.4,DESKTOP,GBP 
2024/01/25,206-879-5824,Competitor_KW_BMM,,exact,glow cream,14518,11,280.71,0.08,25.52,,58.37,9.09,5,25.5,mobile,gbp
28/04/2024,856-909-2206,RLSA_CartAbandoners,,,buy serum online,12409,954,146.08,7.69,0.15,59,3635.67,6.18,5,61.8,Desktop,gbp
04-06-2024,801-675-1506,Generic_Skincare_Broad,,exact,vitamin c serum,-4812,277,476.33,5.76,,13,911.24,4.69,3,19.4,DESKTOP,GBP
02/10/2024,866-712-6978,Brand_KW_Exact ,search,BROAD,spf drops,26027,1488,118.43,5.72,0.08,93,7379.79,6.25,5,57.4,DESKTOP,
26/07/2024,849-914-3379,NULL,search,Broad,face serum,31173,895,380.53,2.87,0.43,2,175.41,0.22,5,78.1,,gbp
,664-586-7700,Generic_Skincare_Broad,,exact,face serum,1527,42,135.66%,2.75,3.23,2,175.63,4.76,3,93.9,DESKTOP,GBP
2024/05/09,964-363-9269,,,Phrase,retinol cream,15863,337,569.1,2.12,1.69,16,814.24,4.75,1,90.1,DESKTOP,GBP 
25/07/2024,284-251-9231,Shopping_Moisturisers,,BMM,spf drops,25794,701,373.45,2.72,0.53,49,1768.62,6.99,8,56.0,Mobile,GBP 
15/11/2024,523-244-4734,Generic_Skincare_Broad,SHOPPING,,skincare routine,8000,240,264.2,3.0,1.1,19,1359.41,7.92,8,30.9,,GBP
