send_date,campaign_id,campaign_name,email_type,subject_line,total_sent,delivered,bounced,opened,clicked,unsubscribed,open_rate_pct,click_to_open_rate,conversions,revenue_gbp,esp_platform,list_segment
12/10/2024,EM9935,VIP_Early_Access,win_back,We miss you - here is 15% off,5263,5251,12,144,31,16,2.74,21.53,3,85.44,KLAVIYO,lapsed_90d
04/11/2024,EM9822,Abandoned_Cart_2,newsletter,New in: Vitamin C Serum,22114,21178,936,1496,235,102,7.06,15.71,-7,251.48,Dotdigital,Lapsed_90d
2024/07/25,EM8463,Abandoned_Cart_1 ,NEWSLETTER,Exclusive access just for you,13762,12941,821,3842,82,47,29.69,2.13,16,691.67%,Mailchimp,lapsed_90d
2024/05/03,EM1367,Welcome_Series_1,win_back,NULL,20388,18380,2008,6695,1946,242,36.43,29.07,261,18529.35,Dotdigital,
11-May-2024,EM4750,Monthly_Newsletter_Feb,transactional,We miss you - here is 15% off,9085,8291,794,421,141,14,5.08,33.49,8,163.76,Klaviyo,VIP
2024-05-27,EM1779,Abandoned_Cart_1 ,NEWSLETTER,NULL,2519,2385,134,1035,323,8,43.4,31.21,44,2619.06,klaviyo,Cart Abandoners
2024-04-26,EM5697,abandoned_cart_1,transactional,NULL,9675,9540,,1730,,,18.13,11.16,8,350.86,mailchimp,All Subscribers
,EM1174,Flash_Sale_48hr,transactional,Exclusive access just for you,19780,18561,1219,-5346,1822,142,28.8,34.08,219,4339.78,Klaviyo,VIP
2024/10/10,EM8834,Abandoned_Cart_2,NEWSLETTER,,23163,21535,1628,4431,1146,63,,25.86,157,14091.22,mailchimp,
25/05/2024,EM1564,Welcome_Series_1,promotional,,13952,13022,,3395,739,36,26.07,21.77,145,8561.05,Dotdigital,
2024-07-10,EM6703,abandoned_cart_1,promotional,We miss you - here is 15% off,17829,16073,1756,6887,728,267,42.85,10.57,34,2741.09,,VIP
27/05/2024,EM9663,Monthly_Newsletter_Mar,promotional,48hrs only: 20% off everything,10569,10399,170,-1075,27,124,10.34,2.51,3,269.91,Mailchimp,
04/06/2024,EM9917,Monthly_Newsletter_Mar,newsletter,Your skin will thank you,16705,16187,518,921,239,192,5.69,25.95,15,406.27,,lapsed_90d
2024-05-24,EM9549,Abandoned_Cart_2,transactional,,3248,3040,208,1283,94,33,,7.33,6,291.8,KLAVIYO,New Subscribers
30/06/2024,EM3320,Abandoned_Cart_1,newsletter,Glow up this summer,2091,1996,95,301,72,9,15.08,23.92,11,598.71,,Cart Abandoners
08/11/2024,EM3692,abandoned_cart_1,win_back,You left something behind...,17775,16126,1649,308,43,98,1.91,13.96,2,121.28,mailchimp,lapsed_90d
2024-09-12,EM6049,Abandoned_Cart_1,newsletter,48hrs only: 20% off everything,1617,1587,30,17,0,23,1.07,0.0,,78.46,Mailchimp,
2024-01-12,EM5718,Monthly_Newsletter_Feb,,48hrs only: 20% off everything,,15996,2174,3532,3,266,22.08,0.08,1,52.97,klaviyo,VIP
2024-03-03,EM9034,VIP_Early_Access,,We miss you - here is 15% off,23441,-21896,1545,5076,1106,310,,21.79,160,,Mailchimp,All Subscribers
2024/09/27,EM2860,Flash_Sale_48hr,promotional,,17489,17183,306,2355,285,179,,12.1,48,940.73,Klaviyo,
2024-05-16,EM1028,Flash_Sale_48hr,promotional,New in: Vitamin C Serum,9352,8338,1014,2724,-26,56,32.67%,0.95,4,130.17,,New Subscribers
2024/04/04,,Monthly_Newsletter_Jan,transactional,You left something behind...,9580,9253,327,1919,33,10,20.74,1.72,6,390.65,mailchimp,All Subscribers
2024/07/08,EM6253,Welcome_Series_2,,Glow up this summer,6970,6950,20,965,59,128,13.88,6.11,11,672.43,klaviyo,New Subscribers
16-Jul-2024,EM3115,Monthly_Newsletter_Feb,win_back,48hrs only: 20% off everything,14459,14245,214,4342,814,222,30.48,18.75,9,267.33,Klaviyo,
25/10/2024,EM6929,Abandoned_Cart_2,newsletter,New in: Vitamin C Serum,11368,11050,318,3791,558,24,34.31,14.72,72,6202.92,mailchimp,Lapsed_90d
02-Apr-2024,EM2485,Monthly_Newsletter_Mar,promotional,48hrs only: 20% off everything,2401,2161,240,518,54,41,23.97,10.42,3,100.87,Dotdigital,VIP
2024-07-14,EM6980,abandoned_cart_1,win_back,We miss you - here is 15% off,6384,6169,215,1553,491,0,25.17,31.62,75,5222.34 ,Klaviyo,
21-Mar-2024,EM5884,Welcome_Series_1,transactional,,10650,9927,723,4394,,10,44.26,20.57,94,6589.17,Dotdigital,VIP
2024-03-01,EM7559,Monthly_Newsletter_Feb,Promotional,Your skin will thank you,4232,3849,383,552,22,,,3.99,0,,Mailchimp,New Subscribers
29/06/2024,EM7088,Abandoned_Cart_2,newsletter,Exclusive access just for you,7139,6746,393,2556,427,88,,16.71,77,2562.11,mailchimp,VIP
07-29-2024,EM6566,Flash_Sale_48hr,Promotional,,24802,23480,1322,404,139,364,1.72,34.41,26,2106.57,klaviyo,Cart Abandoners
14-Aug-2024,EM7521,Abandoned_Cart_1,win_back,,5984,5280,704,945,66,16,17.9,6.98,1,,,Cart Abandoners
2024-10-31,EM1229,Monthly_Newsletter_Jan,transactional,48hrs only: 20% off everything,4846,4636,210,2048,107,44,44.18,5.22,-9,679.44,,Cart Abandoners
2024/10/02,EM8794,Monthly_Newsletter_Feb,NEWSLETTER,,2481,2336,145,1042,283,21,44.61,27.16,25,1609.49,KLAVIYO,lapsed_90d
2024-02-26,EM2556,,Promotional,New in: Vitamin C Serum,14578,13785,,1792,534,8,13.0,29.8,40,1043.82,klaviyo,All Subscribers
,,Monthly_Newsletter_Mar,transactional,NULL,3524,3427,97,1246,398,49,36.36,31.94,29,2206.16,,Cart Abandoners
11-Nov-2024,EM9726,Abandoned_Cart_1,transactional,,22263,21299,964,,1439,77,25.32,26.68,187,,klaviyo,
2024/03/12,EM1962,Welcome_Series_2,NEWSLETTER,We miss you - here is 15% off,8228,7982,246,3217,931,31,40.3,28.94,163,7568.34,Klaviyo,New Subscribers
2024/04/27,EM3171,,NEWSLETTER,Glow up this summer,24204,21371,2833,2282,604,45,10.68,26.47,87,3020.53,KLAVIYO,All Subscribers
06-Dec-2024,EM3721,Welcome_Series_2,transactional,Your skin will thank you,21712,21368,344,1079,359,45,5.05,33.27,58,2683.28,Klaviyo,New Subscribers
28/05/2024,EM9213,Monthly_Newsletter_Mar,,,13486,12154,1332,,1177,,28.4,34.1,109,5771.84 ,Dotdigital,Lapsed_90d
2024-12-15,EM5487,Abandoned_Cart_2,promotional,New in: Vitamin C Serum,-21057,18792,2265,3413,67,188,18.16,1.96,13,1048.95,klaviyo,lapsed_90d
2024-05-01,EM5868,abandoned_cart_1,win_back,We miss you - here is 15% off,-5572,5296,276,1570,123,76,29.65,7.83,18,1154.62,Klaviyo,
,,,transactional,You left something behind...,5814,5409,405,1688,479,41,31.21,28.38,,2264.34,mailchimp,lapsed_90d
2024/05/03,EM7888,Win_Back_90Day,,Exclusive access just for you,4751,4338,413,1033,45,49,23.81,4.36,6,471.75,Mailchimp,VIP
15-Sep-2024,EM9352,Abandoned_Cart_1,NEWSLETTER,Glow up this summer,-14976,14487,,4305,1344,33,29.72,31.22,182,11180.98,,VIP
2024-06-29,EM2439,Win_Back_90Day,win_back,New in: Vitamin C Serum,19096,17966,,7898,-2056,280,43.96,26.03,234,20923.3,KLAVIYO,All Subscribers
2024-07-12,,Abandoned_Cart_2,NEWSLETTER,NULL,22774,21471,1303,4197,1098,252,19.55,26.16,70,,,VIP
,EM7313,Welcome_Series_1,transactional,Exclusive access just for you,20131,18937,1194,3703,,44,19.55,6.75,45,2031.28,Mailchimp,New Subscribers
29-Apr-2024,EM4547,,Promotional,Exclusive access just for you,20732,-20209,,8563,1853,137,42.37,21.64,342,6572.35,KLAVIYO,All Subscribers
09-10-2024,EM3995,Abandoned_Cart_1 ,transactional,Exclusive access just for you,17048,15753,1295,4399,1531,171,27.92,34.8,96,6634.61,mailchimp,New Subscribers
10-21-2024,EM6234,Monthly_Newsletter_Jan,Promotional,,,-20105,1250,6195,1536,351,30.81,24.79,212,18181.38,klaviyo,VIP
2024/09/17,EM5603,Monthly_Newsletter_Jan,promotional,We miss you - here is 15% off,8616,7681,935,2735,140,34,35.61,5.12,,,klaviyo,Cart Abandoners
2024/01/13,EM2207,abandoned_cart_1,newsletter,New in: Vitamin C Serum,3733,3336,397,182,55,10,5.46,30.22,8,638.8,,
31-Jan-2024,EM2641,Win_Back_90Day,promotional,We miss you - here is 15% off,-12804,,802,503,150,65,4.19,29.82,5,249.74,,VIP
2024/03/27,EM2721,Monthly_Newsletter_Feb,transactional,48hrs only: 20% off everything,10522,10436,86,4395,1243,175,42.11,28.28,59,2013.23,,New Subscribers
2024-02-24,EM3558,,win_back,Exclusive access just for you,13741,13487,254,5786,866,161,42.9,14.97,,9004.0,klaviyo,Cart Abandoners
2024-07-03,EM6498,Monthly_Newsletter_Feb,newsletter,,10239,9740,499,-3803,931,3,39.05,24.48,32,2213.22,klaviyo,VIP
07/07/2024,EM3452,Abandoned_Cart_2,NEWSLETTER,,8759,7895,864,3551,725,,44.98,20.42%,10,254.49,Mailchimp,Lapsed_90d
2024/08/09,EM6286,Abandoned_Cart_1,win_back,You left something behind...,9910,9229,681,694,217,179,7.52,31.27,10,322.88,klaviyo,Cart Abandoners
03-20-2024,EM3418,Win_Back_90Day,transactional,,18058,16671,1387,5363,646,164,32.17,12.05,15,1238.89,Dotdigital,All Subscribers
2024-03-10,EM3567,Monthly_Newsletter_Mar,NEWSLETTER,You left something behind...,4092,3753,339,1076,251,50,28.67,23.33,27,1266.77,,
2024-11-13,EM4882,,Promotional,New in: Vitamin C Serum,1859,1666,193,747,233,3,44.84,31.19$,27,853.91,,VIP
02-Feb-2024,EM1883,Abandoned_Cart_1 ,promotional,NULL,5574,5420,154,1209,69,81,,5.71,9,412.07,mailchimp,All Subscribers
22-Jun-2024,EM7869,Monthly_Newsletter_Feb,transactional,New in: Vitamin C Serum,,18639,,6146,430,170,32.97,7.0,80,6720.49,Klaviyo,Cart Abandoners
2024-01-08,EM5606,VIP_Early_Access,newsletter,Your skin will thank you,11165,10314,851,-2938,823,73,28.49,28.01,76,6672.96,mailchimp,lapsed_90d
12-24-2024,EM6280,abandoned_cart_1,newsletter,Your skin will thank you,2977,2636,341,1026,173,35,38.92,16.86,7,160.22,KLAVIYO,All Subscribers
04/11/2024,EM4972,Monthly_Newsletter_Mar,transactional,Exclusive access just for you,12066,10858,-1208,2568,131,40,23.65,,11,338.65,Dotdigital,lapsed_90d
08-11-2024,EM2255,Welcome_Series_1,promotional,Glow up this summer,19895,17627,2268,2286,387,233,12.97,16.93,34,857.48,Klaviyo,New Subscribers
2024-03-30,EM2030,VIP_Early_Access,,We miss you - here is 15% off,5740,5674,66,1755,222,1,30.93,12.65,0,0.0,klaviyo,
06-30-2024,EM9351,,promotional,NULL,-23077,20314,2763,8383,14,22,,0.17,2,54.84,,Lapsed_90d
28/09/2024,EM8111,VIP_Early_Access,Promotional,,14951,13646,-1305,509,91,1,3.73,17.88,6,156.27,mailchimp,VIP
14/08/2024,EM1529,Monthly_Newsletter_Jan,Promotional,New in: Vitamin C Serum,22633,21785,848,9688,631,218,44.47,6.51,11,739.78,Mailchimp,lapsed_90d
2024-12-01,EM7619,Abandoned_Cart_1,transactional,We miss you - here is 15% off,24373,22493,,6309,1003,105,28.05,15.9,97,4394.31,Dotdigital,lapsed_90d
2024-07-13,EM9592,abandoned_cart_1,promotional,Your skin will thank you,17911,17247,664,2842,643,287,16.48,22.62,125,10443.75,Dotdigital,New Subscribers
2024-05-07,EM1577,VIP_Early_Access,,,17214,15151,2063,2706,156,88,17.86,5.76,24,2022.0,Mailchimp,Cart Abandoners
2024-02-08,EM3899,Monthly_Newsletter_Feb,transactional,You left something behind...,19828,17629,2199,198,63,300,1.12,31.82,6,214.9,Klaviyo,Cart Abandoners
04/01/2024,EM2407,Win_Back_90Day,NEWSLETTER,Glow up this summer,,13957,14,4821,798,1,34.54,16.55,47,1707.79,,lapsed_90d
2024/05/02,EM3241,Monthly_Newsletter_Feb,NEWSLETTER,We miss you - here is 15% off,9088,8460,628,3100,1028,38,36.64,33.16,181,6728.71,Klaviyo,Cart Abandoners
2024-06-19,EM5324,Abandoned_Cart_1 ,win_back,,13609,12509,1100,2771,,7,22.15,11.69,21,1136.64,klaviyo,Cart Abandoners
2024-05-23,,Flash_Sale_48hr,promotional,,10869,10109,760,-3508,567,39,,16.16,4,267.5,,Lapsed_90d
2024-06-26,EM8754,Win_Back_90Day,NEWSLETTER,,20714,19329,1385,8269,340,145,42.78,4.11,,731.07,,Lapsed_90d
07-01-2024,EM4940,Welcome_Series_2,Promotional,You left something behind...,7639,7475,164,-706,182,50,9.44,25.78,13,1071.79,klaviyo,lapsed_90d
2024-02-25,EM4969,VIP_Early_Access,newsletter,48hrs only: 20% off everything,,3279,412,719,137,55,21.93,19.05,7,569.23,Mailchimp,Cart Abandoners
2024/07/17,EM4263,Flash_Sale_48hr,win_back,,10677,10034,643,2454,91,122,24.46,3.71,18,668.53,,Lapsed_90d
2024-02-24,EM3798,Abandoned_Cart_1 ,transactional,,19920,18048,1872,,113,,27.26,2.3,4,112.9%,Mailchimp,All Subscribers
07-May-2024,EM8353,abandoned_cart_1,NEWSLETTER,Your skin will thank you,5006,4875,131,881,261,3,18.07,29.63,31,2194.07,Dotdigital,Lapsed_90d
28/08/2024,EM4072,Monthly_Newsletter_Feb,newsletter,,4235,3949,286,1580,149,62,40.01,9.43,,515.06,KLAVIYO,Lapsed_90d
03/07/2024,EM7489,Abandoned_Cart_2,transactional,You left something behind...,7984,7887,97,1570,,109,19.91,12.17,1,25.33 ,klaviyo,VIP
10-12-2024,EM9164,VIP_Early_Access,win_back,New in: Vitamin C Serum,14274,13880,394,3387,444,,24.4,13.11,10,329.08,,lapsed_90d
13-Nov-2024,EM9237,Abandoned_Cart_2,transactional,Exclusive access just for you,5512,,495,2089,730,74,,,104,5666.37,,lapsed_90d
,EM7638,,transactional,You left something behind...,18611,18447,164,6167,1252,309,33.43,20.3$,187,4399.66,klaviyo,Cart Abandoners
21/06/2024,EM3611,,Promotional,Glow up this summer,20659,20618,41,1106,360,199,5.36,32.55,,4389.04,Mailchimp,Cart Abandoners
12/11/2024,EM3365,Abandoned_Cart_2,,We miss you - here is 15% off,21052,20352,700,6161,64,367,30.27,1.04,8,411.94,Mailchimp,Lapsed_90d
10-26-2024,EM5423,Monthly_Newsletter_Feb,Promotional,,13889,12770,1119,2098,7,27,16.43,0.33,0,0.0,,
06-05-2024,EM7700,,,We miss you - here is 15% off,13630,12027,1603,1211,331,9,10.07,27.33,49,3694.86,Klaviyo,
2024-06-25,EM1921,Welcome_Series_1,NEWSLETTER,We miss you - here is 15% off,3565,3287,278,630,162,15,19.17,25.71,,250.31,klaviyo,New Subscribers
,EM6537,Win_Back_90Day,newsletter,Glow up this summer,19576,18524,,2268,532,58,12.24,23.46,35,2837.6,Mailchimp,lapsed_90d
2024-11-24,EM1503,VIP_Early_Access,promotional,,20113,19906,207,8083,340,175,40.61,4.21,32,1544.27,Mailchimp,lapsed_90d
08/08/2024,EM5048,Abandoned_Cart_1,promotional,We miss you - here is 15% off,5787,5398,389,1049,184,,19.43,17.54,23,1101.63,Klaviyo,Lapsed_90d
2024-06-12,EM6854,abandoned_cart_1,NEWSLETTER,NULL,15089,14136,953,2023,68,135,14.31$,3.36,4,210.56,Klaviyo,All Subscribers
03-20-2024,EM3235,Win_Back_90Day,NEWSLETTER,,7762,-6879,883,2078,52,76,30.21,2.5,5,95.63,mailchimp,
2024-09-23,EM4923,Monthly_Newsletter_Feb,NEWSLETTER,NULL,20855,19824,1031,4281,1418,70,21.6,33.12,96,6856.66,KLAVIYO,
05-15-2024,EM5317,Monthly_Newsletter_Jan,Promotional,Exclusive access just for you,-21202,19521,1681,6645,551,264,34.04,8.29,46,4053.57,Dotdigital,Lapsed_90d
2024-09-13,EM6589,Abandoned_Cart_1 ,,You left something behind...,7471,6981,490,202,3,,2.89,1.49,0,0.0,Mailchimp,Lapsed_90d
2024-01-16,EM9453,Abandoned_Cart_1,,Exclusive access just for you,21030,18906,,344,75,306,1.82,21.8,7,442.15,klaviyo,New Subscribers
24-Dec-2024,EM8751,abandoned_cart_1,Promotional,Exclusive access just for you,20493,18725,1768,2475,780,73,13.22,31.52,98,4040.64,klaviyo,
17-Jan-2024,EM5526,VIP_Early_Access,promotional,New in: Vitamin C Serum,,24456,82,7060,1900,468,28.87,26.91,336,,Klaviyo,lapsed_90d
,EM5111,Monthly_Newsletter_Mar,newsletter,Glow up this summer,13154,11732,1422,26,4,137,0.22,15.38,1,70.79,Dotdigital,
02-06-2024,EM7406,Abandoned_Cart_1,win_back,New in: Vitamin C Serum,9689,9439,250,1612,16,99,17.08,0.99,,,,lapsed_90d
08-09-2024,EM8275,Welcome_Series_2,Promotional,New in: Vitamin C Serum,2374,2160,214,886,,36,41.02,0.56,0,0.0,Mailchimp,lapsed_90d
22-Jun-2024,EM4084,Monthly_Newsletter_Mar,transactional,Your skin will thank you,17815,16825,990,6627,1745,,39.39,,262,15100.42,mailchimp,VIP
2024/02/06,EM2829,Welcome_Series_2,transactional,New in: Vitamin C Serum,10344,,1137,2295,338,75,24.93$,14.73,41,2069.03,KLAVIYO,
,EM6040,Monthly_Newsletter_Jan,newsletter,Your skin will thank you,2310,2100,210,322,94,-32,15.33,29.19,12,251.52,Mailchimp,All Subscribers
2024/11/02,EM9443,Abandoned_Cart_1 ,transactional,Glow up this summer,10058,9510,548,639,-193,46,6.72,30.2,31,2576.98,Dotdigital,
01-Oct-2024,EM4294,Win_Back_90Day,,48hrs only: 20% off everything,4342,4216,126,1741,553,44,41.3,31.76,23,1930.27,,Lapsed_90d
12-31-2024,EM4179,Welcome_Series_1,Promotional,NULL,23048,22574,474,10064,2974,167,44.58,29.55,470,34479.07,Klaviyo,
2024/08/10,EM2658,Monthly_Newsletter_Jan,,We miss you - here is 15% off,8890,8842,48,,18,,17.76,1.15,3,143.24,,New Subscribers
17-Jun-2024,EM4199,Abandoned_Cart_1 ,win_back,NULL,24494,21859,2635,1452,180,15,6.64,12.4,19,1228.65,,Cart Abandoners
21-Jun-2024,EM2240,Monthly_Newsletter_Mar,NEWSLETTER,NULL,6213,6047,166,2094,392,105,34.63,18.72,54,4784.41,Dotdigital,lapsed_90d
18/08/2024,EM9151,Monthly_Newsletter_Jan,newsletter,,18924,17191,1733,,20,328,2.9,4.02,1,19.82,Klaviyo,
08-03-2024,EM3616,Welcome_Series_1,NEWSLETTER,New in: Vitamin C Serum,10832,9568,1264,3866,714,191,40.41,18.47,,2441.47,Dotdigital,
06-19-2024,EM1065,Abandoned_Cart_1,promotional,We miss you - here is 15% off,24199,22968,1231,,708,5,12.06,25.55,97,1917.24,mailchimp,
08-Mar-2024,EM3948,Abandoned_Cart_1 ,,NULL,15860,15304,556,5022,810,232,32.81 ,16.13,102,2342.63,Mailchimp,All Subscribers
,EM4640,Abandoned_Cart_1,,Exclusive access just for you,17798,-16281,1517,,304,18,6.97,26.78,,634.41,Dotdigital,Lapsed_90d
21-Sep-2024,EM8864,VIP_Early_Access,transactional,We miss you - here is 15% off,12981,11643,1338,1679,,153,14.42,23.7,50,3276.47,Mailchimp,Lapsed_90d
08-26-2024,EM4773,VIP_Early_Access,transactional,You left something behind...,5670,5129,541,48,6,80,0.94,12.5,0,0.0,Dotdigital,New Subscribers
04-09-2024,EM6242,Abandoned_Cart_1 ,,NULL,4831,4675,156,1265,88,83,27.06,6.96,3,204.72,Klaviyo,
18/04/2024,EM1550,,NEWSLETTER,We miss you - here is 15% off,2117,2055,62,730,166,36,35.52,22.74,1,60.33,mailchimp,Cart Abandoners
10/05/2024,EM3699,,promotional,You left something behind...,3055,2947,108,252,46,,8.55,18.25,8,386.63,Dotdigital,New Subscribers
2024/03/04,EM8772,Abandoned_Cart_1,,Your skin will thank you,-23910,22885,1025,6720,684,155,29.36,10.18,128,4288.97,Klaviyo,lapsed_90d
07-13-2024,EM7611,Welcome_Series_1,,Glow up this summer,7643,7125,518,2571,500,139,36.08,,34,2466.22,Dotdigital,lapsed_90d
28/03/2024,EM3842,Flash_Sale_48hr,,NULL,13915,12535,1380,4677,1140,200,37.31,24.37,92,7668.54,Klaviyo,
2024/10/30,EM2582,Abandoned_Cart_2,NEWSLETTER,,12722,12716,6,,506,-60,29.38,13.54,55,2250.09,Klaviyo,
24/10/2024,EM7550,Welcome_Series_1,,,5049,4738,311,389,,15,8.21,14.14,0,0.0,Mailchimp,
2024-11-26,EM2349,,Promotional,Exclusive access just for you,3220,2959,261,967,257,19,32.68,26.58,47,4031.54,Klaviyo,
04-07-2024,EM6720,,,NULL,11403,10662,741,923,71,79,8.66,7.69,8,339.68,mailchimp,VIP
2024-04-16,EM6534,Monthly_Newsletter_Feb,Promotional,New in: Vitamin C Serum,2677,2393,284,634,122,23,26.49,19.24,11,559.32,klaviyo,Lapsed_90d
06-09-2024,EM8137,Win_Back_90Day,,You left something behind...,10055,8950,1105,1442,486,58,16.11,33.7,93,4264.45,klaviyo,
,EM1443,Monthly_Newsletter_Mar,Promotional,Exclusive access just for you,10180,9045,1135,,378,40,40.61,10.29,24,1660.74,mailchimp,Cart Abandoners
11-Apr-2024,EM9789,VIP_Early_Access,promotional,48hrs only: 20% off everything,24588,23115,1473,10150,773,124,43.91,7.62,30,1882.65,klaviyo,VIP
2024-08-27,EM1215,Flash_Sale_48hr,win_back,Exclusive access just for you,23184,21786,,1150,62,233,5.28,5.39,11,636.67,Klaviyo,All Subscribers
30-Mar-2024,EM6918,Monthly_Newsletter_Jan,promotional,,8171,7540,631,2941,287,116,,9.76,33,2311.73,Dotdigital,All Subscribers
2024/11/21,EM1706,Monthly_Newsletter_Mar,promotional,48hrs only: 20% off everything,24747,24380,,52,6,292,0.21,11.54,0,0.0,KLAVIYO,Cart Abandoners
03-15-2024,EM1862,Monthly_Newsletter_Jan,transactional,New in: Vitamin C Serum,8383,8122,261,2771,595,128,34.12,21.47,43,2889.4,,Cart Abandoners
12-Sep-2024,EM2560,Monthly_Newsletter_Mar,,We miss you - here is 15% off,7874,7602,,2747,799,148,36.14,29.09,125,9185.84,,New Subscribers
01/07/2024,EM9442,Monthly_Newsletter_Jan,promotional,,6321,5642,,1529,416,33,27.1,27.21,39,2748.3,,All Subscribers
2024-09-07,EM7252,Welcome_Series_2,Promotional,,21649,20456,1193,8825,2904,40,43.14,32.91$,97,3352.67,KLAVIYO,Lapsed_90d
2024-04-22,EM2876,Welcome_Series_2,,Your skin will thank you,3285,3172,113,154,,14,4.85,24.03,2,134.13,,VIP
04-20-2024,EM5388,VIP_Early_Access,win_back,,1657,1657,0,162,5,27,9.78,3.09,1,,,
18-May-2024,EM3472,Win_Back_90Day,win_back,48hrs only: 20% off everything,14386,-13989,397,5266,1451,250,37.64,27.55,,5390.77,,lapsed_90d
2024-02-29,EM5829,Abandoned_Cart_1 ,win_back,New in: Vitamin C Serum,21676,19478,2198,8739,546,387,44.87,6.25,54,1271.49,Mailchimp,Cart Abandoners
02-Aug-2024,EM9813,Monthly_Newsletter_Mar,newsletter,,19599,19595,4,7728,1976,97,39.44,25.57,60,2236.62,KLAVIYO,
17/06/2024,EM6319,Abandoned_Cart_1,,Your skin will thank you,16607,,1217,809,96,231,5.26,11.87,4,217.48,Klaviyo,
08-25-2024,,,,Exclusive access just for you,4796,4628,168,79,5,6,1.71,6.33,0,0.0,,New Subscribers
09-16-2024,EM5648,Flash_Sale_48hr,transactional,You left something behind...,11473,10816,657,2709,287,,25.05,10.59,6,499.86,mailchimp,All Subscribers
02-08-2024,EM1865,Win_Back_90Day,,You left something behind...,12117,10891,1226,-201,25,33,1.85,12.44,3,66.6$,Mailchimp,New Subscribers
21/11/2024,EM8042,Monthly_Newsletter_Feb,NEWSLETTER,We miss you - here is 15% off,13865,13709,156,531,114,258,3.87,21.47,14,865.11,klaviyo,Lapsed_90d
2024/01/14,EM4071,VIP_Early_Access,newsletter,Exclusive access just for you,10119,9980,139,4387,254,-181,43.96,5.79,23,1955.63,Mailchimp,VIP
2024/09/05,EM7446,Win_Back_90Day,newsletter,,8490,8162,328,803,210,45,9.84,26.15,,246.76$,klaviyo,VIP
2024-10-24,EM5154,Flash_Sale_48hr,win_back,48hrs only: 20% off everything,2071,1957,114,115,7,6,5.88,6.09,0,0.0,klaviyo,lapsed_90d
01-19-2024,EM7318,,win_back,We miss you - here is 15% off,3242,3110,132,22,0,5,0.71,0.0,1,83.64,mailchimp,lapsed_90d
2024/07/21,EM6512,Abandoned_Cart_1,transactional,Glow up this summer,11254,10144,1110,-2727,-53,196,26.88,1.94,4,199.99,,Cart Abandoners
2024/08/29,EM3284,Welcome_Series_1,,You left something behind...,645,571,,238,30,,41.68,12.61,5,369.75,,All Subscribers
